LC6	0	0	6	6
LC7	0	0	6	7
LC8	0	0	6	8
LC9	0	0	6	9
LC10	0	0	6	10
LC11	0	0	6	11
LC12	0	0	6	12
LC13	0	0	6	13
LC14	0	0	6	14
LC15	0	0	6	15
DWC1L	0	0	1	1
DWC1R	0	0	1	2
DWC1U	0	0	1	3
DWC1D	0	0	1	4
DWC2L	0	0	2	1
DWC2R	0	0	2	2
DWC2U	0	0	2	3
DWC2D	0	0	2	4
PS	0	0	3	0
TC	0	0	4	0
MC	0	0	5	0
